params.cv_hash,params.dataset,params.process_stage_width_percentage,params.max_pattern_size_eval,metrics.n_process_stages,metrics.process_stage_width,metrics.nap_accuracy,metrics.nap_balanced_accuracy,metrics.rtp_similarity,metrics.rtp_similarity_h_1,metrics.rtp_similarity_h_2,metrics.rtp_similarity_h_3,metrics.rtp_similarity_h_5,metrics.rtp_similarity_h_10,metrics.rtp_similarity_h_15,metrics.rtp_similarity_h_20,metrics.none_share,metrics.prep_duration,metrics.fit_duration,metrics.nap_duration,metrics.rtp_duration,metrics.nap_eval_duration,metrics.rtp_eval_duration,metrics.total_run_time,metrics.avg_pruned_patterns_per_stage,metrics.avg_unpruned_patterns_per_stage
252036172554514852379917073716435574953_1,BPI2012_WC,0.1,5.0,10.0,8.0,0.19460838141760056,0.22805585812792692,0.2944315243007045,0.8539277984635527,0.7315418293181674,0.649114636121334,0.5355858349145401,0.38365607775404476,0.32438192251648795,0.3075048328912641,1.210214207914801e-05,1.718339543993352,104.55791069500265,59.076269522402434,59.02055118039134,0.051301843393594025,21.622432653210126,1462.571927129809,0.0,10072.72
252036172554514852379917073716435574953_2,BPI2012_WC,0.1,7.0,10.0,8.0,0.24392820263224196,0.3667652033606227,0.3230481081113388,0.8636124212657279,0.7516044831725799,0.6694771359286452,0.5533921618373671,0.4010424236701504,0.35189725172472885,0.3360618486499482,1.210214207914801e-05,1.718339543993352,104.55791069500265,57.7852948515967,58.00451641200343,0.05764388600946404,21.24998186181183,2149.3873290038146,0.0,10072.72
252036172554514852379917073716435574953_3,BPI2012_WC,0.1,11.0,10.0,8.0,0.34669891309251655,0.4407148085516521,0.33717643314348333,0.8833098326945086,0.7708852068854399,0.6792743683220369,0.5603423418828489,0.4182110269898156,0.36730425956494467,0.350292631560607,1.210214207914801e-05,1.718339543993352,104.55791069500265,54.68248308020411,57.25958478479879,0.051856317004421726,20.655723097198642,2819.5569423454117,0.0,10072.72
252036172554514852379917073716435574953_4,BPI2012_WC,0.1,17.0,10.0,8.0,0.40845470561623215,0.46784755322607036,0.3529743457597143,0.8921072150655126,0.7856317885017813,0.7026838194578178,0.5798484340650846,0.43505633927346626,0.38471400201265304,0.36678014436110573,1.210214207914801e-05,1.718339543993352,104.55791069500265,54.842532548803135,55.144692254002436,0.052454366197343914,20.55127531499602,3483.670652205212,0.0,10072.72
252036172554514852379917073716435574953_5,BPI2012_WC,0.1,21.0,10.0,8.0,0.3948678381246068,0.4604116646218969,0.3532548473380494,0.8884430476088065,0.7850272411700384,0.7032666720868759,0.5846217612005725,0.4398016062050235,0.38798467963129213,0.36831046721573274,1.210214207914801e-05,1.718339543993352,104.55791069500265,57.857727652403995,59.947716990410115,0.0538125371967908,20.568742150795877,4166.447511517809,0.0,10072.72
200934189435493509245876840523779924304_0,BPI2012_WC,0.2,3.0,5.0,15.8,0.6633529223127492,0.49530973848100857,0.059754729761731594,0.9925318136089739,0.9845011692906471,0.975563614848501,0.9554324761520029,0.8978766181166794,0.8358566532044769,0.772886715441455,1.210214207914801e-05,0.964941936021205,150.56887237197952,54.93134451180231,108.79512262460776,0.05674354559741914,28.998272597393953,728.949263286189,0.0,19093.12
200934189435493509245876840523779924304_1,BPI2012_WC,0.2,5.0,5.0,15.8,0.18304021667033907,0.22306390268247264,0.2880210908487677,0.8571203571524663,0.7358680701077316,0.6560697476143325,0.5472186380528271,0.3856008622391123,0.3185021614621212,0.3010947358534538,1.210214207914801e-05,0.964941936021205,150.56887237197952,55.17165484141442,58.08273565360578,0.05267989718704484,22.597146243997848,1531.0071375427942,0.0,19093.12
200934189435493509245876840523779924304_2,BPI2012_WC,0.2,7.0,5.0,15.8,0.32286619782623116,0.402184136461165,0.32822055125124205,0.8827693909526809,0.7756466370918612,0.6917171861293789,0.5807446337154131,0.4162933236863955,0.3571325923492994,0.3412373917625863,1.210214207914801e-05,0.964941936021205,150.56887237197952,54.95581801380031,57.074613143189346,0.05600097239948809,22.360144482203758,2203.533811677393,0.0,19093.12
200934189435493509245876840523779924304_3,BPI2012_WC,0.2,11.0,5.0,15.8,0.3584421228166632,0.43271239471761447,0.33281285067155764,0.8924815959318051,0.7846447701373933,0.6928074902705315,0.5713196537560058,0.4179948275336781,0.3623935209772238,0.3458587819454945,1.210214207914801e-05,0.964941936021205,150.56887237197952,56.61658697999665,56.1621563587978,0.05092016179696657,22.4375132999965,2876.327248943795,0.0,19093.12
200934189435493509245876840523779924304_4,BPI2012_WC,0.2,17.0,5.0,15.8,0.40042145279386504,0.4642166154456178,0.3527832092979445,0.8914693976439466,0.7851859996586877,0.7022348623324971,0.5800280090200547,0.43573998934913194,0.3852886243830654,0.3670132640722188,1.210214207914801e-05,0.964941936021205,150.56887237197952,56.28496074580471,56.34351685239817,0.05306357240187935,20.44104651720263,3540.39252994819,0.0,19093.12
200934189435493509245876840523779924304_5,BPI2012_WC,0.2,21.0,5.0,15.8,0.3972859268296742,0.46283451486557514,0.35392206605720294,0.8883975452297841,0.7846414814757053,0.7025708153969794,0.5841559112204766,0.4401982954012015,0.38831559146267985,0.36889688553143823,1.210214207914801e-05,0.964941936021205,150.56887237197952,56.20166087600519,58.189549011795314,0.05205478819552809,19.776026681397344,4208.441637806589,0.0,19093.12
31882839497307630496007576300860674457_0,BPI2012_WC,0.5,3.0,2.0,38.8,0.6634604503913647,0.49551401897633285,0.05792829285867381,0.9926807623814694,0.9848841329280049,0.9761808875778094,0.9565568283934993,0.9001918484242376,0.8389781211932945,0.7761127101291743,1.210214207914801e-05,0.923688274982851,170.39162821503123,51.94933030080283,226.4637611389975,0.05252663979772478,25.83514596078312,1089.778763829614,0.0,44140.7
31882839497307630496007576300860674457_1,BPI2012_WC,0.5,5.0,2.0,38.8,0.1895854552805738,0.23138473329686401,0.24482628011507002,0.8699012744391776,0.7627344317215582,0.6916910552955321,0.5988983644407682,0.4853995379046679,0.4389107237000144,0.4138419220692148,1.210214207914801e-05,0.923688274982851,170.39162821503123,51.2256919901818,55.63940334900981,0.05883811181411147,20.445227853185497,2076.4131783219987,0.0,44140.7
31882839497307630496007576300860674457_2,BPI2012_WC,0.5,7.0,2.0,38.8,0.3001011793121865,0.3814369906005005,0.26919947607851014,0.8907219243043552,0.7944510561533512,0.7212144733092721,0.6268919180052239,0.5018531238011958,0.4426619016732888,0.40578384345532487,1.210214207914801e-05,0.923688274982851,170.39162821503123,53.14508228880586,56.90347391040996,0.05249034359585494,19.83394178400049,2710.8568845554137,0.0,44140.7
31882839497307630496007576300860674457_3,BPI2012_WC,0.5,11.0,2.0,38.8,0.36979446832548035,0.4342141288553951,0.32955902888589367,0.8952864112688228,0.7902244677817024,0.6989100140356481,0.5767181876812384,0.42105762220472015,0.36378817277992886,0.3435127585039021,1.210214207914801e-05,0.923688274982851,170.39162821503123,51.43205871840473,53.74084532699781,0.05150371678173542,20.19642147079576,3352.3660373038147,0.0,44140.7
31882839497307630496007576300860674457_4,BPI2012_WC,0.5,17.0,2.0,38.8,0.40601898806737796,0.4670504157285091,0.34758254880481726,0.8931098942611502,0.7879456644831946,0.7035765596720267,0.5780666965160725,0.4316243367786887,0.3800544161820783,0.3615670975890052,1.210214207914801e-05,0.923688274982851,170.39162821503123,55.58605386880227,54.39664169200696,0.05643916419940069,18.96546320898924,4002.145368342614,0.0,44140.7
31882839497307630496007576300860674457_5,BPI2012_WC,0.5,21.0,2.0,38.8,0.3998372397039848,0.4674093982357414,0.35311473291408374,0.8901020241610265,0.7871144570825546,0.7049449277055596,0.5844932600745552,0.43837477280115406,0.38566784565920365,0.3676455260699881,1.210214207914801e-05,0.923688274982851,170.39162821503123,56.433026179205626,58.44082919600187,0.05173268259968609,19.13983862422174,4664.215627481998,0.0,44140.7
204856358341536816138399558242345199755_0,BPI2012_WC,1.0,3.0,1.0,76.6,0.6635277922957792,0.4955769837344107,0.056936111856349,0.9928595040097855,0.9853292562014768,0.9769193879617604,0.9578562532135283,0.9028847134693085,0.8430621302826895,0.7814784128283498,1.210214207914801e-05,0.9163934870157391,172.41366933699464,56.88115900721168,272.71014501540924,0.0531363449874334,25.4018438051804,1234.6815581564092,0.0,87289.8
204856358341536816138399558242345199755_1,BPI2012_WC,1.0,5.0,1.0,76.6,0.19053654862406996,0.2325273330234668,0.24520306675759743,0.8701541603453782,0.7633162511410079,0.6921672060876406,0.5993333034659606,0.4857957117625795,0.4392981616570493,0.41422789467500715,1.210214207914801e-05,0.9163934870157391,172.41366933699464,50.80315160939936,54.327968029410115,0.05377071260008961,19.862663726182653,2318.9072024703955,0.0,87289.8
204856358341536816138399558242345199755_2,BPI2012_WC,1.0,7.0,1.0,76.6,0.29828366417544444,0.38018395985739,0.26482751257478854,0.8909296163968513,0.7919663220205283,0.7165633006232135,0.6219852655935483,0.5006997744384015,0.44983313516346496,0.42285144741539826,1.210214207914801e-05,0.9163934870157391,172.41366933699464,51.88048091559904,53.838486502610614,0.05438623860245571,19.54260112999473,2961.2274323368097,0.0,87289.8
204856358341536816138399558242345199755_3,BPI2012_WC,1.0,11.0,1.0,76.6,0.3546069763670002,0.42794659596434653,0.3283749611212512,0.8931685657506362,0.7868142741097259,0.6945648782249563,0.5706079687727008,0.4145017857568557,0.3608585271262719,0.3419703117353342,1.210214207914801e-05,0.9163934870157391,172.41366933699464,52.87946866240818,54.566544461192095,0.05387510178843513,18.2328272987972,3590.2059718692094,0.0,87289.8
204856358341536816138399558242345199755_4,BPI2012_WC,1.0,17.0,1.0,76.6,0.4061856820315984,0.467584132287543,0.34816107574358635,0.8934391585910287,0.7883487519978305,0.7034045029066658,0.5767023240738951,0.4291969164929081,0.3790289759743563,0.3617826598847441,1.210214207914801e-05,0.9163934870157391,172.41366933699464,51.782403890998104,56.31932793358574,0.054513124807272106,17.90336583061144,4210.592316995002,0.0,87289.8
204856358341536816138399558242345199755_5,BPI2012_WC,1.0,21.0,1.0,76.6,0.3973659938816708,0.464222396505536,0.3531581712856848,0.8901065302192107,0.7872223755497166,0.7050257608454873,0.5846229887823962,0.43810019969891734,0.38537346046602183,0.36719874046531886,1.210214207914801e-05,0.9163934870157391,172.41366933699464,92.19009494899073,91.62314473139122,0.11908845760626718,26.10328079899773,5076.841303183802,0.0,87289.8
252336560693540533935881068298825202077_0,BPI2013_Closed,0.0,3.0,35.8,1.0,0.6830319415967778,0.41626125582172424,0.7292595429713834,0.9332905527808475,0.8395420192755723,0.787080959292156,0.7561968037914941,0.7363471063669174,0.7312255621288868,0.7299602189232202,0.0004918776958643012,0.2571575780166313,9.996820693952031,21.13001277000876,19.62852041058941,0.09305060239275917,27.29063386321068,216.85008801057702,0.0,642.5665213600698
252336560693540533935881068298825202077_1,BPI2013_Closed,0.0,5.0,35.8,1.0,0.351166719560438,0.2388247244875358,0.6027776646211448,0.8763678430862836,0.7571268100421984,0.6908030996818533,0.6505627124269997,0.6164672767838179,0.6072611059368788,0.6041587144941376,0.0004918776958643012,0.2571575780166313,9.996820693952031,13.960586801613681,11.561593184794765,0.043219463597051797,18.9345986380009,492.9304723561974,0.0,642.5665213600698
252336560693540533935881068298825202077_2,BPI2013_Closed,0.0,7.0,35.8,1.0,0.40155982933386547,0.2855253014769971,0.6346335710754888,0.8743539141380715,0.7632018901961368,0.7101848485849974,0.6726821897518293,0.6442228924583,0.6373149427351578,0.6355018883851307,0.0004918776958643012,0.2571575780166313,9.996820693952031,11.243294271593914,11.301670564012602,0.0375544770155102,18.604227042384444,700.8796347281896,0.0,642.5665213600698
252336560693540533935881068298825202077_3,BPI2013_Closed,0.0,11.0,35.8,1.0,0.6595165545068326,0.40568579724881254,0.7085952399518121,0.9306134666582047,0.8337654623189609,0.7776369508772364,0.7427445470310563,0.7166932758555113,0.7109346720865524,0.7093153412169839,0.0004918776958643012,0.2571575780166313,9.996820693952031,11.210865678812842,11.257058730593418,0.034995051193982364,18.75028578559868,907.332554279163,0.0,642.5665213600698
252336560693540533935881068298825202077_4,BPI2013_Closed,0.0,17.0,35.8,1.0,0.668363257856571,0.4123553648127308,0.7210585709552501,0.9317090649136046,0.8378008464989243,0.7848254682591393,0.7520441284884509,0.7290836939192191,0.7234068429929271,0.7217905713160906,0.0004918776958643012,0.2571575780166313,9.996820693952031,11.475109207397328,11.427962845587171,0.03683828539215028,18.96164534521522,1115.357747449784,0.0,642.5665213600698
252336560693540533935881068298825202077_5,BPI2013_Closed,0.0,21.0,35.8,1.0,0.6682522068661036,0.41260020243309314,0.7212748978561704,0.9317754920177996,0.8380150018109411,0.7853013459380731,0.7524455507871984,0.72941039048078,0.7236892642127846,0.7220168141300681,0.0004918776958643012,0.2571575780166313,9.996820693952031,11.67531500380719,11.623651705007068,0.03724519161041826,18.89994030339876,1326.9602439885844,0.0,642.5665213600698
47482295457342411543800303662309855831_0,BPI2013_Closed,0.025,3.0,35.8,1.0,0.6830319415967778,0.41626125582172424,0.7292595429713834,0.9332905527808475,0.8395420192755723,0.787080959292156,0.7561968037914941,0.7363471063669174,0.7312255621288868,0.7299602189232202,0.0004918776958643012,0.14360306097660214,7.974182342004497,12.351277818600646,12.341501206986141,0.035955328599084166,18.845474252011627,139.36851452981355,0.0,642.5665213600698
47482295457342411543800303662309855831_1,BPI2013_Closed,0.025,5.0,35.8,1.0,0.351166719560438,0.2388247244875358,0.6027776646211448,0.8763678430862836,0.7571268100421984,0.6908030996818533,0.6505627124269997,0.6164672767838179,0.6072611059368788,0.6041587144941376,0.0004918776958643012,0.14360306097660214,7.974182342004497,11.657357767003123,11.683791466988623,0.03668062558863312,18.871378888608888,352.57236401840345,0.0,642.5665213600698
47482295457342411543800303662309855831_2,BPI2013_Closed,0.025,7.0,35.8,1.0,0.40155982933386547,0.2855253014769971,0.6346335710754888,0.8743539141380715,0.7632018901961368,0.7101848485849974,0.6726821897518293,0.6442228924583,0.6373149427351578,0.6355018883851307,0.0004918776958643012,0.14360306097660214,7.974182342004497,11.631988612993155,11.749971207382623,0.036343081202358005,18.856450672610663,564.5085288336035,0.0,642.5665213600698
47482295457342411543800303662309855831_3,BPI2013_Closed,0.025,11.0,35.8,1.0,0.6595165545068326,0.40568579724881254,0.7085952399518121,0.9306134666582047,0.8337654623189609,0.7776369508772364,0.7427445470310563,0.7166932758555113,0.7109346720865524,0.7093153412169839,0.0004918776958643012,0.14360306097660214,7.974182342004497,11.64447400639765,11.662459139805287,0.035655013809446245,18.80626638159156,778.0504342172178,0.0,642.5665213600698
47482295457342411543800303662309855831_4,BPI2013_Closed,0.025,17.0,35.8,1.0,0.668363257856571,0.4123553648127308,0.7210585709552501,0.9317090649136046,0.8378008464989243,0.7848254682591393,0.7520441284884509,0.7290836939192191,0.7234068429929271,0.7217905713160906,0.0004918776958643012,0.14360306097660214,7.974182342004497,11.97999686440453,11.855533340596594,0.038210944179445504,18.90969076161273,991.2319791254122,0.0,642.5665213600698
47482295457342411543800303662309855831_5,BPI2013_Closed,0.025,21.0,35.8,1.0,0.6682522068661036,0.41260020243309314,0.7212748978561704,0.9317754920177996,0.8380150018109411,0.7853013459380731,0.7524455507871984,0.72941039048078,0.7236892642127846,0.7220168141300681,0.0004918776958643012,0.14360306097660214,7.974182342004497,12.470590069598984,12.325574135198258,0.036738449218682946,18.851346110203302,1208.866452503414,0.0,642.5665213600698
252036172554514852379917073716435574953_0,BPI2013_Closed,0.1,3.0,9.6,4.0,0.684221565524209,0.41314195817353266,0.7279071214602613,0.9339112827211584,0.8412537197209394,0.7902386955343398,0.7593224497532979,0.7368114935040209,0.7306194143478922,0.7286530294360177,0.0004918776958643012,0.13710795098450035,8.592690513993148,11.422492913599125,11.58963201539591,0.036476139386650175,18.925668047601356,135.81942023660523,0.0,2249.84
252036172554514852379917073716435574953_1,BPI2013_Closed,0.1,5.0,9.6,4.0,0.37828220655518285,0.26095868649254444,0.6252162263881713,0.8797968463652097,0.7638800155839618,0.7036158965406181,0.6713696026454485,0.6435832359043975,0.6306525916178657,0.626879120883445,0.0004918776958643012,0.13710795098450035,8.592690513993148,11.005945881421212,10.957830944412853,0.03646091239061207,18.896908470999914,342.0392503391951,0.0,2249.84
252036172554514852379917073716435574953_2,BPI2013_Closed,0.1,7.0,9.6,4.0,0.3627216759906017,0.26282619547394404,0.6072221636764725,0.8685374242817699,0.7543497366321439,0.699337651214622,0.6571354826257549,0.6248545307416211,0.6122454935842789,0.6088264459080563,0.0004918776958643012,0.13710795098450035,8.592690513993148,11.479928004578687,11.356234696588945,0.03805931521346793,18.994728565821426,548.5870774248033,0.0,2249.84
252036172554514852379917073716435574953_3,BPI2013_Closed,0.1,11.0,9.6,4.0,0.6210921028522718,0.3783547062330153,0.6778457390804751,0.9243116936886222,0.8211543992734887,0.7611924269043416,0.7197136841395497,0.6879218392394651,0.6807299336521007,0.6787024962504936,0.0004918776958643012,0.13710795098450035,8.592690513993148,11.113506269000936,11.055972148000729,0.03682269800920039,18.835929107211996,757.2930972788017,0.0,2249.84
252036172554514852379917073716435574953_4,BPI2013_Closed,0.1,17.0,9.6,4.0,0.6630376343229014,0.4093930669889102,0.7158978833991896,0.9307367082742136,0.8353951832028266,0.7822323043142493,0.7483912009708326,0.7241515629798985,0.7181278725849385,0.7166390767177763,0.0004918776958643012,0.13710795098450035,8.592690513993148,11.312949144409504,11.042855817603414,0.037898890010546894,18.94880153220147,963.8107739164145,0.0,2249.84
252036172554514852379917073716435574953_5,BPI2013_Closed,0.1,21.0,9.6,4.0,0.6624462567938888,0.4086117909896334,0.7160534666412058,0.9306501855059557,0.8354417286330635,0.7823964626331534,0.74887845720866,0.7246352280184808,0.7184449357662608,0.716772265182726,0.0004918776958643012,0.13710795098450035,8.592690513993148,11.746522309386638,11.659333863982464,0.03598130361642689,18.975778290606105,1176.1229315001867,0.0,2249.84
200934189435493509245876840523779924304_0,BPI2013_Closed,0.2,3.0,5.0,7.8,0.6841339676491798,0.41753355457697416,0.729146259121326,0.9340205016864841,0.8418274139365213,0.789070012168595,0.7584022285535988,0.7366752210713818,0.7318064728747296,0.7302095074263786,0.0004918776958643012,0.14558073703665286,10.080972462019417,10.128628922998905,10.172773208201397,0.0391203801962547,17.16560958859045,122.83185136221582,0.0,4200.6
200934189435493509245876840523779924304_1,BPI2013_Closed,0.2,5.0,5.0,7.8,0.40019283166143493,0.28562328538431936,0.634392311323025,0.8880904249653249,0.780312138416914,0.7216171133819629,0.6799818257392347,0.6507117110948683,0.6391218863580478,0.6352979295907953,0.0004918776958643012,0.14558073703665286,10.080972462019417,10.157722077216022,10.11578089419054,0.0367798354011029,17.344035227817947,311.12940205623164,0.0,4200.6
200934189435493509245876840523779924304_2,BPI2013_Closed,0.2,7.0,5.0,7.8,0.33316676320015987,0.2522876931061895,0.5839526001681243,0.8688887850421587,0.7567061900263752,0.6998037690154293,0.6491248988945283,0.6070691096337562,0.5926194098127004,0.5869041521267631,0.0004918776958643012,0.14558073703665286,10.080972462019417,10.75398994962452,10.5494139969931,0.03739879938075319,17.345593993598595,505.19711139561844,0.0,4200.6
200934189435493509245876840523779924304_3,BPI2013_Closed,0.2,11.0,5.0,7.8,0.6144166597809988,0.3744584293717687,0.6738967296329954,0.9233086800183591,0.8191682535491192,0.7579479785314331,0.7155680093745971,0.6833831289402121,0.6768118193253997,0.6748606914085309,0.0004918776958643012,0.14558073703665286,10.080972462019417,10.421711780619807,10.203592179203406,0.036897947394754736,17.361000327393413,695.2970056460123,0.0,4200.6
200934189435493509245876840523779924304_4,BPI2013_Closed,0.2,17.0,5.0,7.8,0.6572875743877983,0.4054756278498835,0.7121637313303386,0.929569444360653,0.8330241315984702,0.7794146412106155,0.7455705575293619,0.7203612138114487,0.7146036682967262,0.7130542762460342,0.0004918776958643012,0.14558073703665286,10.080972462019417,10.865829734376167,10.525451114599127,0.036047179612796756,17.202882804418913,887.3166296044249,0.0,4200.6
200934189435493509245876840523779924304_5,BPI2013_Closed,0.2,21.0,5.0,7.8,0.6580181904299359,0.40613480980945693,0.7127464047460602,0.9296782871252974,0.8334206361656076,0.7798101581065973,0.7460560301458373,0.7212421594830969,0.7152908239418533,0.7136092590135411,0.0004918776958643012,0.14558073703665286,10.080972462019417,10.690070857375394,10.533744282403495,0.03616009742254391,17.158349072607233,1080.2647150218254,0.0,4200.6
31882839497307630496007576300860674457_0,BPI2013_Closed,0.5,3.0,2.0,18.4,0.686660206943978,0.420679311128179,0.7344842451971674,0.9336209066937062,0.8408007406766617,0.7874362629924992,0.7599328079791754,0.7414870926020558,0.7364732628769012,0.7352007110513933,0.0004918776958643012,0.12827479600673541,10.7876190909883,10.361497675604188,10.383455569983926,0.03645121379522607,17.264185149013066,126.18524184499401,0.0,10145.0
31882839497307630496007576300860674457_1,BPI2013_Closed,0.5,5.0,2.0,18.4,0.39880352709407024,0.26701155656899883,0.5942289420564835,0.8929054107424801,0.7915768972473026,0.7370148031642559,0.699785863887128,0.6531527144664959,0.6185868487543914,0.5988273085821303,0.0004918776958643012,0.12827479600673541,10.7876190909883,10.744181423587724,10.71766503980616,0.03752720281481743,18.757853200798856,316.52267440418944,0.0,10145.0
31882839497307630496007576300860674457_2,BPI2013_Closed,0.5,7.0,2.0,18.4,0.3207406915095995,0.24118085653323124,0.5829004669352986,0.8634154160364463,0.7460320249153556,0.6885026860066056,0.637050653759321,0.5974482591016442,0.5873202525916669,0.5847903049090437,0.0004918776958643012,0.12827479600673541,10.7876190909883,9.959568302403204,9.846622380590997,0.03752068019239232,16.714152128598652,513.5156229433953,0.0,10145.0
31882839497307630496007576300860674457_3,BPI2013_Closed,0.5,11.0,2.0,18.4,0.6139804438228716,0.37533041113999616,0.6650248973536517,0.9248990791285561,0.8218668466571042,0.7590334119205006,0.7157945639477769,0.6768257585639921,0.6678337034624044,0.6658619777825459,0.0004918776958643012,0.12827479600673541,10.7876190909883,9.903410016791895,9.865306923387106,0.037620603397954255,16.887346166418865,696.6326520259842,0.0,10145.0
31882839497307630496007576300860674457_4,BPI2013_Closed,0.5,17.0,2.0,18.4,0.6560361289195882,0.4055245636815723,0.7091864978173761,0.9295498091942163,0.8328690106109564,0.7782935830541658,0.7427813096723126,0.7172066431147519,0.7113873994391169,0.7099945134693747,0.0004918776958643012,0.12827479600673541,10.7876190909883,9.931754255993292,9.921806024387479,0.03727118060924113,16.668644494004546,880.2829999181907,0.0,10145.0
31882839497307630496007576300860674457_5,BPI2013_Closed,0.5,21.0,2.0,18.4,0.6567554717931717,0.40621997883660727,0.7095884319513857,0.9296433853458195,0.8329868079370248,0.7783637312373471,0.7430835913057163,0.7177239335025207,0.7118195732818633,0.7103785288581669,0.0004918776958643012,0.12827479600673541,10.7876190909883,9.995538421208039,9.990724376996514,0.036514510202687235,16.783988536987454,1063.9085842829895,0.0,10145.0
204856358341536816138399558242345199755_0,BPI2013_Closed,1.0,3.0,1.0,36.8,0.6866660492067547,0.42071510315843863,0.7352165447950179,0.9335735716838611,0.8406578046812972,0.7871543188161084,0.7597817179337241,0.7418873932281415,0.7371560654363605,0.7359330106492438,0.0004918776958643012,0.14231483702315018,11.012061542016454,11.049345693783835,10.529509521997534,0.038482768193352966,17.098973623220807,128.77917440939927,0.0,20142.6
204856358341536816138399558242345199755_1,BPI2013_Closed,1.0,5.0,1.0,36.8,0.39767424685876374,0.26607997898831626,0.5802366477739247,0.8936728714221106,0.7930633667956568,0.7413442853415633,0.7076897516000061,0.6691568085539716,0.6406792145932423,0.6174277570091437,0.0004918776958643012,0.14231483702315018,11.012061542016454,9.936136926594191,9.85675060839858,0.03739647299516946,17.018576358794235,316.77766387880547,0.0,20142.6
204856358341536816138399558242345199755_2,BPI2013_Closed,1.0,7.0,1.0,36.8,0.31497584040379994,0.2411418561399344,0.5801028941830612,0.8623510628478727,0.746252248915573,0.6891388568222193,0.636555571295603,0.5958394993194347,0.5863351022437767,0.5834104456118054,0.0004918776958643012,0.14231483702315018,11.012061542016454,9.772089160210452,9.824793940014207,0.03852027599932626,16.309939123375806,498.0625982229947,0.0,20142.6
204856358341536816138399558242345199755_3,BPI2013_Closed,1.0,11.0,1.0,36.8,0.6152787775489946,0.37722102956916737,0.6645372961219522,0.924764895133019,0.8215295699405603,0.7590364022828687,0.7159744081963865,0.6766107055457284,0.6673270983236271,0.6654539596501025,0.0004918776958643012,0.14231483702315018,11.012061542016454,9.76697564581409,9.691835186001844,0.03708778398577124,16.550138961186168,678.3677276049973,0.0,20142.6
204856358341536816138399558242345199755_4,BPI2013_Closed,1.0,17.0,1.0,36.8,0.6548272719773534,0.4047179591501391,0.7092320562464909,0.9292630054892411,0.8325554838538916,0.7780896891111709,0.7427564192174445,0.7174413088004986,0.7116159810462385,0.7100843566310175,0.0004918776958643012,0.14231483702315018,11.012061542016454,9.827848956594243,9.833438650611788,0.03709723099600524,16.78635792739224,860.095160495583,0.0,20142.6
204856358341536816138399558242345199755_5,BPI2013_Closed,1.0,21.0,1.0,36.8,0.6555613738078482,0.4056764991023697,0.7095410080041736,0.9293341863929461,0.8328163999221854,0.7781930970682993,0.7428078652530299,0.7178400508295184,0.7119053217863411,0.7103447314520329,0.0004918776958643012,0.14231483702315018,11.012061542016454,9.927561480400618,9.87301500159083,0.037562223197892305,16.344525841600262,1043.7501293811947,0.0,20142.6
252336560693540533935881068298825202077_0,BPI2013_Incidents,0.0,3.0,123.6,1.0,0.7016536499590277,0.3183474820900269,0.44344823002927214,0.9771043678930976,0.9480774255556483,0.9210741980310482,0.8838366991366309,0.7946971304344637,0.7094216446142201,0.6365022843239109,0.0001767505861458183,0.9217757430160418,74.31623477797257,82.54818342959042,126.9110385761829,0.05267459439346567,22.259416259615683,780.384766117204,0.0,1804.308447457627
252336560693540533935881068298825202077_1,BPI2013_Incidents,0.0,5.0,123.6,1.0,0.3068424154168928,0.24083897258812725,0.4173188456947628,0.9269976930545258,0.8559761525809904,0.7867139454528641,0.6860906807307721,0.5548051698705034,0.4952254781205732,0.46028953226473035,0.0001767505861458183,0.9217757430160418,74.31623477797257,79.81168310600333,83.02535480259685,0.05096580799436197,21.35979154079687,1787.5679335405935,0.0,1804.308447457627
252336560693540533935881068298825202077_2,BPI2013_Incidents,0.0,7.0,123.6,1.0,0.28551762429368577,0.2493826714756567,0.4288529433379969,0.9132172215987175,0.825674305540207,0.7607130505820033,0.6670799836779656,0.5427778115720799,0.48989710767706074,0.4609277118497472,0.0001767505861458183,0.9217757430160418,74.31623477797257,80.68278667379636,80.10139543858823,0.05211015359964222,20.618064436805433,2701.4344705193885,0.0,1804.308447457627
252336560693540533935881068298825202077_3,BPI2013_Incidents,0.0,11.0,123.6,1.0,0.598370474657084,0.3345984432230761,0.5251620739424435,0.9488479219039789,0.8790341022652415,0.8093276832986309,0.7238397749793888,0.616327450717318,0.5717042136667188,0.5511808862451376,0.0001767505861458183,0.9217757430160418,74.31623477797257,80.54259702959098,80.9503164871945,0.051678096200339495,20.80851739641512,3610.923662208393,0.0,1804.308447457627
252336560693540533935881068298825202077_4,BPI2013_Incidents,0.0,17.0,123.6,1.0,0.638452942180187,0.3644889339644367,0.5627385603941115,0.9535482811987667,0.8869915550543677,0.820675416743471,0.7387010767985532,0.6431911882857915,0.6042718651857252,0.5858271518177312,0.0001767505861458183,0.9217757430160418,74.31623477797257,86.48277015259956,85.61557747239712,0.052178531186655164,19.83509327120846,4553.8293523777975,0.0,1804.308447457627
252336560693540533935881068298825202077_5,BPI2013_Incidents,0.0,21.0,123.6,1.0,0.6423745581958682,0.3674927825687156,0.5671145089060718,0.9540527609537669,0.8881638358199503,0.8224755967090885,0.7413443314327919,0.6471550129494335,0.6084265024316469,0.5901824537262365,0.0001767505861458183,0.9217757430160418,74.31623477797257,94.52768413281301,94.0081146200071,0.05104630819987506,19.958869606396185,5560.337689364387,0.0,1804.308447457627
