params.cv_hash,params.dataset,params.process_stage_width_percentage,params.max_pattern_size_eval,metrics.n_process_stages,metrics.process_stage_width,metrics.nap_accuracy,metrics.nap_balanced_accuracy,metrics.rtp_similarity,metrics.rtp_similarity_h_1,metrics.rtp_similarity_h_2,metrics.rtp_similarity_h_3,metrics.rtp_similarity_h_5,metrics.rtp_similarity_h_10,metrics.rtp_similarity_h_15,metrics.rtp_similarity_h_20,metrics.none_share,metrics.prep_duration,metrics.fit_duration,metrics.nap_duration,metrics.rtp_duration,metrics.nap_eval_duration,metrics.rtp_eval_duration,metrics.total_run_time,metrics.avg_pruned_patterns_per_stage,metrics.avg_unpruned_patterns_per_stage
31882839497307630496007576300860674457_5,Nasa,0.5,21.0,2.0,26.8,0.8879176649104004,0.8136255648951902,0.4826309142853994,0.9916078028468606,0.9750931841392003,0.9529941858137944,0.8968997248175368,0.7559004443247342,0.6561834707581997,0.5826870497634378,0.00023675338665766774,1.2270640740171075,207.31120100599946,49.58489504258614,52.415055972815026,0.05737012663157657,19.67147065519821,3764.9198196245825,0.0,65402.7
204856358341536816138399558242345199755_0,Nasa,1.0,3.0,1.0,52.6,0.8689723056461187,0.7770968378519691,0.47378166594079063,0.9861043137558545,0.9646215817664334,0.9376925041372182,0.8715802119907632,0.7104802518516118,0.5967402775915894,0.5290622285781446,0.00023675338665766774,1.2310704329865985,240.35636072303168,47.39614953999408,66.05607735039666,0.05710538380080834,18.27932201620424,638.7505590344197,0.0,122210.2
204856358341536816138399558242345199755_1,Nasa,1.0,5.0,1.0,52.6,0.8816259984413032,0.7926652277077145,0.48481423229523274,0.9898891050411033,0.971358237705059,0.9458966149444563,0.8813328579469661,0.7202931008897121,0.6048214600786088,0.5353983024691369,0.00023675338665766774,1.2310704329865985,240.35636072303168,46.64363224300323,59.77887713919627,0.056393602991010996,18.535649178409948,1275.9364521498442,0.0,122210.2
204856358341536816138399558242345199755_2,Nasa,1.0,7.0,1.0,52.6,0.867398610493821,0.7878691241505688,0.48053594903681185,0.9888743250682358,0.9696556155785399,0.9451576659611339,0.8831276860870366,0.7207499278595002,0.5999221516691596,0.5309918589017844,0.00023675338665766774,1.2310704329865985,240.35636072303168,47.27199666640954,55.525450340786485,0.05654156919335947,17.870345120795537,1890.9488155854167,0.0,122210.2
204856358341536816138399558242345199755_3,Nasa,1.0,11.0,1.0,52.6,0.8617416846335246,0.7991502954306619,0.467284204988932,0.9909523201261952,0.9744060076655321,0.9525725802546502,0.8979029482836214,0.7668087940612255,0.6752436408281269,0.6020089836313207,0.00023675338665766774,1.2310704329865985,240.35636072303168,46.05632682520663,52.42397296219133,0.05775181200588122,17.780860683799254,2481.3633405078203,0.0,122210.2
204856358341536816138399558242345199755_4,Nasa,1.0,17.0,1.0,52.6,0.889518553946143,0.812375335369136,0.47790258140956404,0.9918135349635561,0.9755983921041012,0.9539764258225041,0.8976221651355207,0.7547538132417614,0.6536129427476562,0.5779142087639998,0.00023675338665766774,1.2310704329865985,240.35636072303168,46.78418832758907,50.835487156989984,0.058621548814699054,17.71116719242418,3059.3432492808206,0.0,122210.2
204856358341536816138399558242345199755_5,Nasa,1.0,21.0,1.0,52.6,0.8881162601782474,0.8137883740065093,0.48437455366788545,0.9914446956787438,0.9747482433649404,0.95236291377502,0.8953908142452814,0.7508167803096925,0.6485057176816608,0.573728859758816,0.00023675338665766774,1.2310704329865985,240.35636072303168,47.31360650581773,50.85750652861316,0.055501692986581475,17.545037585590034,3637.7362261594158,0.0,122210.2
252336560693540533935881068298825202077_0,Sepsis,0.0,3.0,173.6,1.0,0.5981928548486952,0.4139945928001315,0.3910918048170237,0.9637470288289649,0.9331378410685476,0.9018180746616877,0.8430479507808032,0.7213246105427265,0.642427076915672,0.5960826199773642,0.0012356166480656614,0.31224351399578154,14.849091485026293,27.973626566387246,28.608891297795346,0.041628781799227,15.32499605899211,234.85174483219163,0.0,513.252798573975
252336560693540533935881068298825202077_1,Sepsis,0.0,5.0,173.6,1.0,0.3742409158726314,0.3072457882619474,0.35863593330117605,0.9149396169437004,0.838380400999102,0.7705390889507512,0.6628709395367507,0.49918369777706373,0.43192200549340554,0.40436571625666684,0.0012356166480656614,0.31224351399578154,14.849091485026293,44.11717659300193,44.94009143859148,0.08739778519375249,27.35432578379987,701.9666423911927,0.0,513.252798573975
252336560693540533935881068298825202077_2,Sepsis,0.0,7.0,173.6,1.0,0.3987085205156758,0.2920734173302082,0.3840646656370931,0.9249164004609354,0.8470346365726293,0.790038720419482,0.6882584004740239,0.5351218599488434,0.4678378588090342,0.438150403269454,0.0012356166480656614,0.31224351399578154,14.849091485026293,45.67429708897835,41.2011928717955,0.1018320842180401,23.18733192338841,1328.821929314395,0.0,513.252798573975
252336560693540533935881068298825202077_3,Sepsis,0.0,11.0,173.6,1.0,0.5589178843873148,0.4150803101050511,0.41025632930901834,0.9399368393438596,0.8770520744696017,0.8184044391703587,0.7149318020092508,0.5566449461901396,0.4876270120120239,0.4598331160806072,0.0012356166480656614,0.31224351399578154,14.849091485026293,27.63356271459488,27.40171577219153,0.04049916500225663,18.079660511598924,1730.2812710666099,0.0,513.252798573975
252336560693540533935881068298825202077_4,Sepsis,0.0,17.0,173.6,1.0,0.5493424358334595,0.40811459046045534,0.39515024923132225,0.9375963651888017,0.8721617787331987,0.808988462164511,0.7013187215856531,0.5410673628027377,0.473123202896934,0.44509535207186735,0.0012356166480656614,0.31224351399578154,14.849091485026293,27.48402420380153,27.41419425100321,0.24532687718747184,18.59986098438967,2098.4128045312013,0.0,513.252798573975
252336560693540533935881068298825202077_5,Sepsis,0.0,21.0,173.6,1.0,0.5530043042848762,0.41121652250705926,0.38677170960353974,0.9377812029808531,0.8719443603761722,0.8086979960071412,0.6977429432955207,0.5338436197852874,0.4653339513786715,0.4371188961422897,0.0012356166480656614,0.31224351399578154,14.849091485026293,27.550066589203198,27.325918436609207,0.04233999039279297,17.827493408578448,2464.298916421598,0.0,513.252798573975
47482295457342411543800303662309855831_0,Sepsis,0.025,3.0,36.4,4.8,0.5906794304139732,0.37732037362617504,0.15502164240001481,0.9836228992450952,0.9757597029245796,0.9670655146093743,0.9495076112231379,0.9030942911793955,0.8521968531877502,0.7963470144141763,0.0012356166480656614,0.32605355203850195,24.842633647029288,28.719979727012106,30.98697938078549,0.04249448219779879,19.46566061298363,263.55002662763,0.0,2258.159298245614
47482295457342411543800303662309855831_1,Sepsis,0.025,5.0,36.4,4.8,0.2781607370563234,0.23731069409907884,0.32149664449232296,0.8957366248488237,0.8046288910390714,0.7316302169272471,0.6159406556415146,0.4517078780661259,0.3877757973133654,0.36280908992437555,0.0012356166480656614,0.32605355203850195,24.842633647029288,27.679615794785786,27.464305956603493,0.6005784137989394,17.45470112239709,641.962737191224,0.0,2258.159298245614
47482295457342411543800303662309855831_2,Sepsis,0.025,7.0,36.4,4.8,0.3595940928746838,0.2827431419058211,0.35987886785237816,0.9197266303120216,0.8377865533549536,0.7778821502799789,0.6737275295124563,0.5165704509340151,0.4474182083395936,0.41382969560207367,0.0012356166480656614,0.32605355203850195,24.842633647029288,27.624256137607155,27.067696383595468,0.42176254738587887,18.42269529560581,1010.2487160640187,0.0,2258.159298245614
47482295457342411543800303662309855831_3,Sepsis,0.025,11.0,36.4,4.8,0.5616529170648945,0.4176979207425265,0.40567096741495295,0.9393909881951868,0.874708556407889,0.8150334912554319,0.7116020446281736,0.5523198687000416,0.4840656434168055,0.4564899243028064,0.0012356166480656614,0.32605355203850195,24.842633647029288,26.855727832007688,27.18992778059328,0.04229141080286354,17.052273903612512,1375.2902957452345,0.0,2258.159298245614
47482295457342411543800303662309855831_4,Sepsis,0.025,17.0,36.4,4.8,0.5482619844914547,0.4093873563689671,0.3942035671581432,0.9368758125148006,0.8698922482635325,0.8062906782704717,0.6978966578492707,0.5385453683357438,0.47202308071062893,0.4448389922464269,0.0012356166480656614,0.32605355203850195,24.842633647029288,29.161573608010077,28.443666389188728,0.04210678138770163,16.809433437220285,1738.7186762348167,0.0,2258.159298245614
47482295457342411543800303662309855831_5,Sepsis,0.025,21.0,36.4,4.8,0.5489748674575524,0.41003707075448104,0.3843684083785588,0.937014150392454,0.8698791803762459,0.8059167240407229,0.6939079539059689,0.5302566528290389,0.4624900715905905,0.4347131663409007,0.0012356166480656614,0.32605355203850195,24.842633647029288,28.889928341377527,29.488828809186817,0.04140638802200556,16.86763241981389,2114.2482626024284,0.0,2258.159298245614
252036172554514852379917073716435574953_0,Sepsis,0.1,3.0,10.0,17.8,0.5736597455065029,0.36425351946455264,0.14400318608683277,0.9845044117553016,0.9773796215432704,0.9696626579193417,0.9539204981211225,0.9129170036827331,0.8678219381388346,0.8185394550668439,0.0012356166480656614,4.088664166047238,48.01136296003824,26.937460662215017,30.854415992787107,0.0412840383942239,19.09857532097958,280.7867087958148,0.0,7869.94
252036172554514852379917073716435574953_1,Sepsis,0.1,5.0,10.0,17.8,0.2493113845602437,0.22099810879537643,0.29739758056285337,0.8914391922842851,0.7977518812807545,0.7228643442758493,0.6042221593627677,0.43667058182650853,0.3673612691979037,0.3386340970339719,0.0012356166480656614,4.088664166047238,48.01136296003824,27.342870062810835,26.64389622019371,0.043842973397113384,17.303917673998512,647.6349695020123,0.0,7869.94
252036172554514852379917073716435574953_2,Sepsis,0.1,7.0,10.0,17.8,0.33657100996638284,0.2606319456298902,0.3517104758120822,0.9120960461690585,0.8218124489514379,0.7592899024922726,0.6505602505661898,0.4917666494818536,0.42522397986995353,0.39591916794088744,0.0012356166480656614,4.088664166047238,48.01136296003824,27.72284659119323,27.373995032405947,0.04163987098727375,17.171707715000956,1004.2465591194225,0.0,7869.94
252036172554514852379917073716435574953_3,Sepsis,0.1,11.0,10.0,17.8,0.5511512666193135,0.4091946690814364,0.40087159960358926,0.937306101679423,0.8691402050824644,0.8092504029263143,0.7067706531851348,0.5467447511857355,0.47794866817560855,0.4498362847606396,0.0012356166480656614,4.088664166047238,48.01136296003824,26.263291442592163,26.30926805200288,0.041737774200737474,17.43971665179124,1363.864640517626,0.0,7869.94
252036172554514852379917073716435574953_4,Sepsis,0.1,17.0,10.0,17.8,0.546921358730196,0.40869888480923944,0.3907010654816778,0.9359881450387586,0.8671988083144075,0.8033724181339765,0.6950076166774876,0.5353739428337403,0.4682067042951979,0.44040672805592473,0.0012356166480656614,4.088664166047238,48.01136296003824,26.299050506402274,26.53406077019172,0.04188809979241341,17.05004406500375,1714.3072642344166,0.0,7869.94
252036172554514852379917073716435574953_5,Sepsis,0.1,21.0,10.0,17.8,0.5489594907336333,0.4099011252212095,0.3815328772627102,0.9363406098064463,0.8680234678672983,0.8038043350220215,0.6923950644407947,0.5280504902224674,0.45963709230672095,0.43158899068152506,0.0012356166480656614,4.088664166047238,48.01136296003824,27.609793852001893,27.701895663188772,0.042132856824900956,16.918804104207084,2071.370485237613,0.0,7869.94
200934189435493509245876840523779924304_0,Sepsis,0.2,3.0,5.0,35.4,0.5756071882000263,0.3606889391153678,0.1466207216760613,0.984601242712382,0.9772371208098452,0.9692916874988431,0.9529375426019431,0.9100952648238344,0.8625962437178453,0.8105104870433916,0.0012356166480656614,0.3036216069594957,70.6404101549997,26.986662604194134,33.21482682197821,0.04202181900618598,18.630484755616635,311.892781481205,0.0,15430.88
200934189435493509245876840523779924304_1,Sepsis,0.2,5.0,5.0,35.4,0.23636706599372212,0.208360331301345,0.28824169273976624,0.8904662698371087,0.7929114125977252,0.7184393827508857,0.5989537241160927,0.4336242113731469,0.36766231079805145,0.34023146105263724,0.0012356166480656614,0.3036216069594957,70.6404101549997,32.24508229320636,32.724662610399534,0.07216191380284727,19.471695782803,696.928981463809,0.0,15430.88
200934189435493509245876840523779924304_2,Sepsis,0.2,7.0,5.0,35.4,0.3250253667641686,0.25201366727983593,0.3369986877582526,0.9101694435094728,0.8143493023154083,0.7508323188641893,0.6396427880985996,0.4778539378403998,0.4108893163414466,0.3814065919605324,0.0012356166480656614,0.3036216069594957,70.6404101549997,51.27791363862343,49.78257685059216,0.10804574057692662,26.562034360994584,1261.3931273250141,0.0,15430.88
200934189435493509245876840523779924304_3,Sepsis,0.2,11.0,5.0,35.4,0.5462159737361166,0.4030934890857826,0.3934254778291194,0.9370651788517501,0.8657252409154973,0.8053462171080138,0.7025091122357218,0.5409705037641055,0.4695411523496432,0.4418823110843089,0.0012356166480656614,0.3036216069594957,70.6404101549997,28.003860018984415,26.628388847596945,0.04402527121128515,16.21671079378575,1743.6679837874137,0.0,15430.88
200934189435493509245876840523779924304_4,Sepsis,0.2,17.0,5.0,35.4,0.5439395900052938,0.40256763795841904,0.3885261826420438,0.9359296256411241,0.865937355907438,0.8019806314453504,0.6931392971223838,0.532913560749517,0.4656768852333627,0.43749644194527804,0.0012356166480656614,0.3036216069594957,70.6404101549997,27.064382381609175,27.07699587000534,0.04496552620548755,16.28240338980686,2099.2302552758133,0.0,15430.88
200934189435493509245876840523779924304_5,Sepsis,0.2,21.0,5.0,35.4,0.5446555633407616,0.40182744357888833,0.3804727728408613,0.9357708571968825,0.8655917296829433,0.8012902371003854,0.6897482886113262,0.5253774490715408,0.45752953671975566,0.42950864263803695,0.0012356166480656614,0.3036216069594957,70.6404101549997,27.996708233398387,27.917423151794356,0.0419727993896231,16.349026074190625,2455.9047023326043,0.0,15430.88
31882839497307630496007576300860674457_0,Sepsis,0.5,3.0,2.0,87.4,0.5780025243345722,0.36161614436586553,0.1330810865756454,0.9855443143798425,0.9791973332345396,0.9723640257219406,0.95818830782644,0.920906201284514,0.8793365900156829,0.8335835462063101,0.0012356166480656614,3.224343567970209,78.56910202297149,26.178581231622957,40.054305089602714,0.04095048758899793,18.578053340595215,332.3805465527927,0.0,38064.3
31882839497307630496007576300860674457_1,Sepsis,0.5,5.0,2.0,87.4,0.23055132811947895,0.21404032794566064,0.2811696628653447,0.8898736289425125,0.7913298066254377,0.7170409537798891,0.5976947476267818,0.43228701958284743,0.3674533085414954,0.3413331319700508,0.0012356166480656614,3.224343567970209,78.56910202297149,26.9474278551992,27.155996877595317,0.04354231780162081,15.972624562226702,713.4782292042044,0.0,38064.3
31882839497307630496007576300860674457_2,Sepsis,0.5,7.0,2.0,87.4,0.3153067618123641,0.2728053679664647,0.33394074410627367,0.9085598991355799,0.8123047367972112,0.7477796901198079,0.6353062550658984,0.4720939256402953,0.40479724665901673,0.3761794416636401,0.0012356166480656614,3.224343567970209,78.56910202297149,27.038400481594728,27.008864504180384,0.04247840021271258,16.048635059804656,1067.536987148982,0.0,38064.3
31882839497307630496007576300860674457_3,Sepsis,0.5,11.0,2.0,87.4,0.5437835040787562,0.39716248389564357,0.39201410899574796,0.9368070231138402,0.8648420287400345,0.8047459591798709,0.7014362273464285,0.5404294813730945,0.46952287954758426,0.44096989851618185,0.0012356166480656614,3.224343567970209,78.56910202297149,26.123709917988162,26.44160519639263,0.041631339420564475,16.038708844198844,1413.1000908091896,0.0,38064.3
31882839497307630496007576300860674457_4,Sepsis,0.5,17.0,2.0,87.4,0.5448128352555475,0.40183725729578124,0.38781739933570736,0.9358131936941081,0.8657173723577009,0.8010808885501831,0.691944640518996,0.5327716056668838,0.46615648577730057,0.4384102331393134,0.0012356166480656614,3.224343567970209,78.56910202297149,25.904999834811314,26.131795735796914,0.0403382463962771,15.824385436007287,1755.53978698079,0.0,38064.3
31882839497307630496007576300860674457_5,Sepsis,0.5,21.0,2.0,87.4,0.5453221742073575,0.40185960032267715,0.3791210376730685,0.9360292244352152,0.865935218260039,0.8019401524618959,0.6897434161850018,0.5265371786260384,0.45883379598165924,0.43085779465639523,0.0012356166480656614,3.224343567970209,78.56910202297149,26.884213050594553,26.741774661210364,0.04252296540653333,14.90872030601604,2097.5141636149956,0.0,38064.3
204856358341536816138399558242345199755_0,Sepsis,1.0,3.0,1.0,174.6,0.5788581570878393,0.3614209848401442,0.13159299774299824,0.9856242628206651,0.9792716054341473,0.9724561610904248,0.9583069633321246,0.9210475781882748,0.8794925858912339,0.8337368428751655,0.0012356166480656614,0.30431358597707003,76.35439928801497,26.07115712899249,48.60741219138727,0.04384922919562086,17.755496202397627,343.5382992642233,0.0,75758.6
204856358341536816138399558242345199755_1,Sepsis,1.0,5.0,1.0,174.6,0.22796168245422105,0.21449942654553053,0.27893593087491325,0.889614749066542,0.7900865649060409,0.7154623009004413,0.5955770131340776,0.42966400842325597,0.36460518455229957,0.3383745535812696,0.0012356166480656614,0.30431358597707003,76.35439928801497,25.50331788697513,25.5552412572084,0.04145424761809409,15.012123766401782,739.8606579726213,0.0,75758.6
204856358341536816138399558242345199755_2,Sepsis,1.0,7.0,1.0,174.6,0.31662125879329767,0.27262372001771656,0.3336694705065285,0.9087259580072693,0.8126020028694283,0.7483673720206476,0.6365108689085525,0.4726837124767981,0.404798914659935,0.3752725273762028,0.0012356166480656614,0.30431358597707003,76.35439928801497,26.316575219994412,25.89483165758429,0.03991161381127313,15.078278815816157,1077.6189181812224,0.0,75758.6
204856358341536816138399558242345199755_3,Sepsis,1.0,11.0,1.0,174.6,0.5453494145295428,0.39670620022186437,0.39005528253125055,0.9371638135929201,0.8661563545149289,0.8065343666072027,0.7033758504772207,0.5422500493410064,0.47095237622262376,0.44197468165264714,0.0012356166480656614,0.30431358597707003,76.35439928801497,25.848497566999868,26.103242993017194,0.041027419199235735,14.713141125801485,1412.1542378304177,0.0,75758.6
204856358341536816138399558242345199755_4,Sepsis,1.0,17.0,1.0,174.6,0.5505369146065887,0.4036065148741807,0.38668548577922557,0.9365541356458875,0.8667667363233651,0.8027803170430005,0.6940934570656839,0.5347215479264916,0.46747855168109476,0.4384395211247808,0.0012356166480656614,0.30431358597707003,76.35439928801497,26.78708715700777,26.613365175377112,0.04350564279593527,14.240934031619691,1746.490957462613,0.0,75758.6
204856358341536816138399558242345199755_5,Sepsis,1.0,21.0,1.0,174.6,0.5529748806547363,0.40570744095663985,0.3769234842162884,0.9368610653648821,0.8675487009184861,0.8036446058724114,0.6912835589393455,0.5274856365656511,0.45925911854773416,0.43056239351741865,0.0012356166480656614,0.30431358597707003,76.35439928801497,26.81343018859625,27.212537495594006,0.04137963801622391,13.951421640592162,2085.0562994032284,0.0,75758.6
